headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
nutritious,adjective,B1,,,
nutshell,noun,B2,Food and drink,,Food and drink
oak,noun,A2,,,
oath,noun,B2,,,
obedience,noun,B2,,,
obedient,adjective,B2,,,
obey,verb,B2,,,
obituary,noun,B2,"News, lifestyles and current affairs",,
object,noun,B1,,,
object,verb,B2,,,
objection,noun,B1,,,
objective,adjective,B2,,,
objective,noun,B1,,,
obligation,noun,B2,,,
observation,noun,B1,,,
observe,verb,B1,,,
observer,noun,B2,,,
obsess,verb,B2,,,
obsession,noun,B2,,,
obsessive,adjective,B2,,,
obstacle,noun,B1,,,
obtain,verb,B1,,,
obvious,adjective,B1,,,
obviously,adverb,B1,,,
occasion,noun,B1,,,
occasion,verb,B1,,,
occasional,adjective,B1,,,
occasionally,adverb,B1,,,
occupation,noun,A2,,,Personal identification
occupy,verb,B1,,,
occur,verb,B1,,,
ocean,noun,B1,,,"House and home, environment"
o'clock,adverb,A1,,,
October,noun,A1,,,
odd,adjective,B2,,,
of,preposition,A1,,,
off,adjective,A1,,,
off,adverb,A2,,,
off,preposition,B1,,,
offend,verb,B2,,,
offender,noun,B2,,,
offense/offence,noun,B2,,,
offensive,adjective,B1,,,
offer,noun,A2,,,
offer,verb,A2,,,
offhand,adverb,B2,,,
office,noun,A1,"Things in the town, shops and shopping",,Services
officer,noun,A1,Work and Jobs,,Personal identification
official,adjective,A2,,,
official,noun,B2,Work and Jobs,,Personal identification
officially,adverb,B1,,,
offshore,adjective,B2,,,
often,adverb,A1,,,
oil,noun,A2,Objects and rooms,,Services
oily,adjective,B1,,,
ointment,noun,B2,,,
OK/okay,adjective,A1,,,
OK/okay,adverb,A1,,,
old,adjective,A1,,,
old-fashioned,adjective,B1,,,
olive,noun,B2,,,
olive oil,noun,A2,,,
Olympia,noun,B2,,,
Olympiad,noun,B2,,,
Olympic,adjective,A2,,,
Olympics,noun,A1,"News, lifestyles and current affairs",,"Free time, entertainment"
omelet/omelette,noun,A2,,,Food and drink
on,adverb,A2,,,
on,preposition,A1,,,
once,adverb,A1,,,
once,conjunction,B2,,,
one,determiner,A1,,,
one,number,A1,,,
one,pronoun,A2,,,
oneself,pronoun,B1,,,
onion,noun,A2,,,Food and drink
online,adjective,A2,,,
online,adverb,A2,,,
only,adjective,A1,,,
only,adverb,A1,,,
onstage,adjective,B1,,,
onto/on to,preposition,B1,,,
open,adjective,A1,,,
open,verb,A1,,,
opening,noun,B1,,,
openly,adverb,B2,,,
opera,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
operate,verb,A2,,,
operation,noun,B1,,,
operator,noun,B2,,,Personal identification
opinion,noun,A2,,,
opponent,noun,B2,,,
opportunity,noun,A2,,,
oppose,verb,A2,,,
opposite,adjective,A2,,,
opposite,adverb,B1,,,
opposite,noun,B1,,,
opposite,preposition,A2,,,
opposition,noun,B1,,,
oppress,verb,B1,,,
oppression,noun,B1,,,
optimism,noun,B2,,,
optimist,noun,B2,,,
optimistic,adjective,B2,,,
option,noun,B1,,,
optional,adjective,B2,,,
or,conjunction,A1,,,
oral,adjective,B2,,,
oral,noun,B1,Education,,
orange,adjective,A1,,,
orange,noun,A1,Food and drink,,Food and drink
orator,noun,B2,Work and Jobs,,Personal identification
orbit,noun,B1,,,
orchestra,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
orchestral,adjective,B2,,,
orchid,noun,B2,,,
order,noun,A1,,,Shopping
order,verb,A2,,,
orderly,adjective,B1,,,
ordinary,adjective,B1,,,
organ,noun,B1,Education,,
organic,adjective,B1,,,
organism,noun,B1,,,
organization/organisation,noun,B1,,,
organize/organise,verb,A2,,,
organized/organised,adjective,A2,,,
organizer/organiser,noun,B2,,,
origin,noun,B1,,,Personal identification
original,adjective,A2,,,
original,noun,B2,,,
originality,noun,B2,,,
originally,adverb,B2,,,
originate,verb,B2,,,
ornament,noun,B2,Objects and rooms,,
orphan,noun,A2,"News, lifestyles and current affairs",,Personal identification
other,determiner,A1,,,
other,pronoun,A2,,,
otherwise,adverb,B1,,,
ought to,modal auxiliary,B1,,,
ounce,noun,B2,,,
our,determiner,A1,,,
ours,pronoun,A1,,,
ourselves,pronoun,A2,,,
out,adverb,A1,,,
out of,preposition,A2,,,
outback,noun,B2,,,
outbreak,noun,B2,,,
outcome,noun,B2,,,
outdistance,verb,B2,,,
outdo,verb,B2,,,
outdoor,adjective,B1,,,
outdoors,adverb,B1,,,
outer,adjective,B1,,,
outfit,noun,B2,Objects and rooms,,
outgrow,verb,B2,,,
outing,noun,B2,Travel and services vocab,,"Free time, entertainment"
outlaw,noun,B1,"News, lifestyles and current affairs",,
outlet,noun,B2,,,
outline,noun,B2,,,
outline,verb,B1,,,
outlive,verb,B2,,,
outlook,noun,B2,,,
out-of-date,adjective,B1,,,
outpatient,noun,B2,Travel and services vocab,,Health and body care
output,noun,B2,,,
outrage,noun,B2,"News, lifestyles and current affairs",,
outrageous,adjective,B2,,,
outshine,verb,B2,,,
outside,adjective,B2,,,
outside,adverb,A1,,,
outside,noun,B2,,,
outside,preposition,A2,,,
outsider,noun,B2,,,
outskirts,noun,B2,,,"House and home, environment"
outstanding,adjective,B1,,,
outward,adjective,B1,,,
outwardly,adverb,B2,,,
outweigh,verb,B1,,,
oval,adjective,B2,,,
oven,noun,A2,Objects and rooms,,"House and home, environment"
over,adverb,A2,,,
over,preposition,A1,,,
overall,adjective,B2,,,
overall,adverb,B2,,,
overboard,adverb,B2,,,
overbook,verb,B2,,,
overcoat,noun,B2,Clothes,,Shopping
overcome,verb,B1,,,
overemphasize/overemphasise,verb,B2,,,
overestimate,verb,B2,,,
overhear,verb,B2,,,
overjoyed,adjective,B1,,,
overlap,noun,B2,,,
overlook,verb,B2,,,
overly,adverb,B2,,,
overnight,adjective,B1,,,
overnight,adverb,B1,,,
overseas,adjective,B2,,,
overseas,adverb,A2,,,
overshadow,verb,B2,,,
oversize,adjective,B2,,,
overstep,verb,B2,,,
overtake,verb,B2,,,
overthrow,verb,B2,,,
overtime,adverb,B2,,,
overtime,noun,B2,,,
overturn,verb,B2,,,
overweight,adjective,A2,,,
overwhelm,verb,B1,,,
overwhelming,adjective,B1,,,
overwork,noun,B1,Work and Jobs,,
ow,noun,B2,,,
owe,verb,B1,,,
owing,adjective,B1,,,
owing to,preposition,B2,,,
owl,noun,B2,,,
own,adjective,A1,,,
own,pronoun,A2,,,
own,verb,B1,,,
owner,noun,A1,Work and Jobs,,Personal identification
ox,noun,B2,,,
oxygen,noun,B1,Education,,
ozone,noun,B2,"News, lifestyles and current affairs",,
p.m./P.M./pm/PM,adverb,A1,,,
pa,noun,B2,Family life,,Personal identification
pace,noun,B1,,,
pacific,adjective,A2,,,
pack,noun,A2,Objects and rooms,,Shopping
pack,verb,A2,,,
package,noun,B1,Objects and rooms,,Shopping
packed,adjective,B2,,,
packet,noun,B2,Objects and rooms,,
packing,noun,B1,,,
pad,noun,B2,,,
paddle,noun,B1,Ways of travelling,,Travel
page,noun,A1,Books and literature,,"Free time, entertainment"
paid,adjective,B1,,,
pain,noun,B1,Travel and services vocab,,Health and body care
painful,adjective,B1,,,
paint,noun,A1,Education,,Shopping
paint,verb,A1,,,
paintbrush,noun,B2,Hobbies and pastimes,,"Free time, entertainment"
painter,noun,A2,Work and Jobs,,Personal identification
painting,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
pair,noun,A1,,,
pajamas/pyjamas,noun,B2,,,Shopping
pal,noun,A2,Personal information,,Relations with other people
palace,noun,A1,Nationalities and countries,,"House and home, environment"
pale,adjective,B1,,,
pallet,noun,B2,,,
palm,noun,B1,,,Health and body care
pan,noun,A2,Objects and rooms,,Shopping
pancake,noun,B2,,,Food and drink
pandemic,adjective,B2,,,
panel,noun,B2,,,
panic,noun,A2,"News, lifestyles and current affairs",,Health and body care
panic,verb,B2,,,
pants,noun,A1,Clothes,,Shopping
papaya,noun,B2,,,Food and drink
paper,noun,A1,Objects and rooms,,"Free time, entertainment"
paperless,adjective,B2,,,
paperwork,noun,B2,,,
parachute,noun,B1,,,
parade,noun,B2,,,"Free time, entertainment"
paradise,noun,B1,,,
paradox,noun,B2,,,
paragraph,noun,A1,Education,,Education
paralysis,noun,B2,Travel and services vocab,,Health and body care
paralyze/paralyse,verb,B1,,,
paramedic,adjective,B2,,,
paratrooper,noun,B2,"News, lifestyles and current affairs",,
parcel,noun,B1,,,
pardon,noun,A1,,,
pardon,verb,B1,,,
parent,noun,A1,Family life,,Personal identification
parental,adjective,B1,,,
park,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
park,verb,A2,,,
parking,noun,B1,Travel and services vocab,,Travel
parliament,noun,B2,,,"House and home, environment"
parrot,noun,B1,,,
part,noun,A2,,,
part,verb,B2,,,
partial,adjective,B1,,,
participant,noun,B1,,,
participate,verb,B1,,,
participation,noun,B2,,,
participle,noun,B1,Education,,
particle,noun,B2,Education,,
particular,adjective,B2,,,
particularly,adverb,B1,,,
partisan,noun,B2,,,
partly,adverb,A2,,,
partner,noun,A1,Family life,,Personal identification
partnership,noun,B2,,,
part-time,adjective,B1,,,
part-time,adverb,B1,,,
party,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
pass,noun,A2,,,
pass,verb,A2,,,
passage,noun,A2,Education,,"Free time, entertainment"
passenger,noun,A2,Travel and services vocab,,Travel
passion,noun,B1,,,
passionate,adjective,B2,,,
passionately,adverb,B2,,,
passive,adjective,B1,,,
passport,noun,B1,Travel and services vocab,,Travel
password,noun,B1,,,
past,adjective,B1,,,
past,adverb,A1,,,
past,preposition,A1,,,
pasta,noun,A2,,,Food and drink
pastor,noun,B2,Work and Jobs,,Personal identification
pastoral,adjective,B2,,,
patch,noun,B2,,,
path,noun,A2,"Things in the town, shops and shopping",,Places
patience,noun,B1,,,Health and body care
patient,adjective,B1,,,
patient,noun,A2,Travel and services vocab,,Health and body care
patiently,adverb,B2,,,
patriot,noun,B2,,,Personal identification
patriotic,adjective,B2,,,
patriotism,noun,B2,,,
patrol,noun,B1,,,
patron,noun,B2,,,
pattern,noun,B1,,,
pause,noun,B1,,,
pause,verb,B1,,,
pave,verb,B2,,,
pavement,noun,B2,,,
paw,noun,B2,,,
pawnbroker,noun,B2,Work and Jobs,,Personal identification
pawnshop,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
pay,noun,A1,Shopping,,Shopping
pay,verb,A1,,,
payment,noun,B2,,,Shopping
PC,noun,A2,,,"Free time, entertainment"
pea,noun,A2,Food and drink,,Food and drink
peace,noun,A1,,,
peaceful,adjective,A2,,,
peacefully,adverb,B2,,,
peach,noun,B2,Food and drink,,Food and drink
peak,noun,B2,,,
peanut,noun,B1,Food and drink,,Food and drink
pear,noun,A2,,,Food and drink
pearl,noun,B2,Shopping,,Shopping
pebble,noun,B2,,,
peculiar,adjective,B1,,,
pedal,noun,B2,,,
pedantic,adjective,B2,,,
pedestrian,noun,B2,,,
pee,verb,B2,,,
peel,noun,B2,Food and drink,,Food and drink
peel,verb,B2,,,
peep,noun,B2,,,
peer,noun,B2,,,
peg,noun,B2,,,
pen,noun,A1,Objects and rooms,,Shopping
penalize/penalise,verb,B2,,,
penalty,noun,B2,,,
pence,noun,A2,,,Shopping
pencil,noun,A1,Objects and rooms,,Shopping
penetrate,verb,B2,,,
penfriend/pen friend,noun,A2,,,Relations with other people
penguin,noun,B2,,,
penicillin,noun,B2,Travel and services vocab,,Health and body care
penniless,adjective,B1,,,
penny,noun,B1,,,
pension,noun,B2,,,"House and home, environment"
pentagon,noun,B2,,,
people,noun,A1,,,
pepper,noun,A2,,,Food and drink
per,preposition,B1,,,
perceive,verb,B2,,,
percent/per cent,noun,B1,,,
percentage,noun,B2,,,
perception,noun,B2,,,
perfect,adjective,A2,,,
perfectly,adverb,A2,,,
perform,verb,A2,,,
performance,noun,A2,,,
performer,noun,B1,Work and Jobs,,Personal identification
perfume,noun,A2,,,Shopping
perhaps,adverb,A2,,,
period,noun,A1,,,
permanence,noun,B2,,,
permanent,adjective,B1,,,
permanently,adverb,B1,,,
permeate,verb,B2,,,
permission,noun,A2,,,
permit,verb,B1,,,
perseverance,noun,B2,,,
persist,verb,B2,,,
persistence,noun,B2,,,
persistent,adjective,B2,,,
person,noun,A1,,,Personal identification
personal,adjective,A1,,,
personality,noun,A2,Personal information,,Personal identification
personally,adverb,B1,,,
personification,noun,B2,,,
personify,verb,B2,,,
personnel,noun,B2,,,
perspective,noun,B2,,,
perspiration,noun,B2,,,
persuade,verb,B1,,,
persuasion,noun,B2,,,
persuasive,adjective,B1,,,
pessimist,noun,B2,,,Personal identification
pessimistic,adjective,B2,,,
pet,noun,A1,Family life,,
petrified,adjective,B2,,,
petrol,noun,A2,,,"House and home, environment"
petrol station,noun,A2,,,"House and home, environment"
petty,adjective,B2,,,
pH,noun,B2,,,
phantom,adjective,B1,,,
pharmacist,noun,B2,,,Personal identification
pharmacy,noun,B1,"Things in the town, shops and shopping",,Health and body care
phase,noun,B2,,,
phenomenon,noun,B1,,,
philosopher,noun,B1,Work and Jobs,Education,Personal identification
philosophical,adjective,B2,,,
philosophy,noun,B1,Education,,Education
phoenix,noun,B1,,,
phone,noun,A1,Objects and rooms,,Services
phone,verb,A1,,,
photo,noun,A1,Objects and rooms,,"Free time, entertainment"
photocopy,noun,B1,,,
photograph,noun,A2,Objects and rooms,,"Free time, entertainment"
photograph,verb,B2,,,
photographer,noun,A2,Work and Jobs,,Personal identification
photography,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
phrasal verb,noun,B1,,,
phrase,noun,B1,Education,,Education
physical,adjective,A2,,,
physically,adverb,A2,,,
physician,noun,B2,,,
physics,noun,B1,Education,,Education
pi,noun,B2,,,
piano,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
pick,noun,B1,,,
pick,verb,A1,,,
pickle,noun,B2,Food and drink,,Food and drink
picky,adjective,B2,,,
picnic,noun,A1,Leisure activities,,"Free time, entertainment"
picture,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
picture,verb,B2,,,
picturesque,adjective,B2,,,
pie,noun,B1,Food and drink,,Food and drink
piece,noun,A1,,,
piety,noun,B1,,,
pig,noun,A1,,,
pile,noun,A2,Collocation,,Language
pilgrim,noun,A2,,,
pill,noun,A2,Travel and services vocab,,Health and body care
pillow,noun,B1,Objects and rooms,,Shopping
pillowcase,noun,B2,Objects and rooms,,Shopping
pilot,noun,A2,,,Personal identification
pin,noun,B2,Objects and rooms,,
pin,verb,B1,,,
pine,noun,B2,,,
pineapple,noun,B1,Food and drink,,Food and drink
pink,adjective,A1,,,
pink,noun,A2,,,
pint,noun,B2,,,
pipe,noun,B1,,,
piracy,noun,B2,,,
pirate,noun,B2,Books and literature,,Personal identification
pit,noun,B1,,,
pitch,noun,B2,,,
pitch,verb,B2,,,
pity,noun,A2,,,
pizza,noun,A1,Food and drink,,Food and drink
place,noun,A1,,,Places
place,verb,B1,,,
plague,noun,B2,"News, lifestyles and current affairs",,
plain,adjective,B1,,,
plan,noun,A1,Holidays,,
plan,verb,B1,,,
plane,noun,A1,Ways of travelling,,Travel
planet,noun,A2,Nationalities and countries,,Places
planning,noun,B2,,,
plant,noun,A2,,,
plant,verb,B1,,,
plastic,adjective,A2,,,
plastic,noun,B1,,,
plate,noun,A2,Food and drink,,Food and drink
platform,noun,B1,"Things in the town, shops and shopping",,Travel
play,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
play,verb,A1,,,
player,noun,A1,Hobbies and pastimes,,Personal identification
playful,adjective,A2,,,
playground,noun,A2,,,"House and home, environment"
playmate,noun,B2,Personal information,,Relations with other people
playwright,noun,B2,Work and Jobs,,Personal identification
plead,verb,B2,,,
pleasant,adjective,A2,,,
pleasantly,adverb,B1,,,
please,adverb,A1,,,
please,verb,B1,,,
pleased,adjective,A2,,,
pleasing,adjective,A2,,,
pleasure,noun,A1,,,
plenty,noun,A2,Collocation,,Language
plenty,pronoun,B1,,,
plot,noun,B2,Film,,
pluck,verb,B2,,,
plug,noun,B1,,,
plug,verb,B2,,,
plum,noun,B2,,,Food and drink
plumber,noun,B2,,,
plural,noun,A2,,,Language
plus,conjunction,B1,,,
plus,noun,B2,,,
plus,preposition,A2,,,
pneumonia,noun,B2,Travel and services vocab,,Health and body care
pocket,noun,A1,Clothes,,"Free time, entertainment"
pocket money,noun,B1,,,Shopping
poem,noun,A1,Education,,Education
poet,noun,B1,Education,Work and Jobs,Personal identification
poetry,noun,B1,Education,,"Free time, entertainment"
point,noun,A1,,,
point,verb,A2,,,
point of view,noun,B2,,,
pointless,adjective,B2,,,
poison,noun,B1,,,Health and body care
poison,verb,B2,,,
poisonous,adjective,B1,,,
polar bear,noun,B2,,,
pole,noun,B1,,,
police,noun,A2,,,Relations with other people
police officer,noun,A2,,,Relations with other people
police station,noun,A2,,,Services
policeman,noun,A2,,,Relations with other people
policewoman,noun,A2,,,Relations with other people
policy,noun,B1,"News, lifestyles and current affairs",,
polio,noun,B2,Technical and legal language,,
polish,noun,B2,,,
polite,adjective,A2,,,
politely,adverb,B1,,,
politeness,noun,B2,,,
political,adjective,A2,,,
politically,adverb,B2,,,
politician,noun,B1,Work and Jobs,"News, lifestyles and current affairs",Personal identification
politics,noun,B1,"News, lifestyles and current affairs",,Education
polity,noun,B2,"News, lifestyles and current affairs",,
pollutant,noun,B1,"News, lifestyles and current affairs",,
pollute,verb,A2,,,
pollution,noun,A1,"News, lifestyles and current affairs",,"House and home, environment"
polo,noun,B2,Hobbies and pastimes,,"Free time, entertainment"
pond,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
ponder,verb,B2,,,
pool,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
poor,adjective,A1,,,
pop,noun,A1,,,"Free time, entertainment"
pop,verb,B2,,,
popcorn,noun,B1,,,
popular,adjective,A2,,,
popularity,noun,B2,,,
popularize/popularise,verb,B2,,,
population,noun,A2,Nationalities and countries,,
porch,noun,B2,,,
pork,noun,B1,Food and drink,,Food and drink
port,noun,B1,"Things in the town, shops and shopping",,Travel
portion,noun,B2,,,
portrait,noun,A2,Arts,,"Free time, entertainment"
pose,noun,B2,,,
posh,adjective,B2,,,
position,noun,A2,,,
positive,adjective,B1,,,
positively,adverb,B1,,,
possess,verb,B1,,,
possessed,adjective,B2,,,
possession,noun,B1,,,
possessive,adjective,B1,,,
possibility,noun,B1,,,
possible,adjective,A2,,,
possibly,adverb,A2,,,
post,noun,A1,"Things in the town, shops and shopping",,Services
post,verb,A2,,,
post office,noun,A2,,,Services
postal,adjective,B2,,,
postcard,noun,B1,Media,,Relations with other people
poster,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
postman,noun,B1,Work and Jobs,,Personal identification
postpone,verb,B2,,,
pot,noun,B1,Objects and rooms,,Shopping
potato,noun,A1,Food and drink,,Food and drink
potent,adjective,B2,,,
potential,adjective,B2,,,
potential,noun,B1,,,
potentially,adverb,B2,,,
pottery,noun,B1,Objects and rooms,,Shopping
pound,noun,B1,,,
pound,verb,B2,,,
pour,verb,A2,,,
poverty,noun,B1,"News, lifestyles and current affairs",,
powder,noun,B1,Objects and rooms,,Shopping
powder,verb,B2,,,
power,noun,A2,,,
powerful,adjective,A2,,,
powerfully,adverb,B2,,,
practical,adjective,B1,,,
practicality,noun,B2,,,
practically,adverb,B2,,,
practice,noun,A1,Hobbies and pastimes,,
practice/practise,verb,A1,,,
praise,noun,B1,,,
praise,verb,B2,,,
prance,noun,B2,,,
prawn,noun,B2,,,Food and drink
